air_intrinsic_declare,n_os,os_list,example_module
declare <16 x float> @air.expm1.v16f32(<16 x float>) local_unnamed_addr #1,1,osx,libopencl_rt_osx.a!math-default.metal.air
declare <16 x float> @air.fabs.v16f32(<16 x float>) local_unnamed_addr #1,1,osx,libopencl_rt_osx.a!math-default.metal.air
declare <16 x float> @air.fast_acos.v16f32(<16 x float>) local_unnamed_addr #1,1,osx,libopencl_rt_osx_fast-relaxed-math.a!math-fast-relaxed-math.metal.air
declare <16 x float> @air.fast_acosh.v16f32(<16 x float>) local_unnamed_addr #1,1,osx,libopencl_rt_osx_fast-relaxed-math.a!math-fast-relaxed-math.metal.air
declare <16 x float> @air.fast_asin.v16f32(<16 x float>) local_unnamed_addr #1,1,osx,libopencl_rt_osx_fast-relaxed-math.a!math-fast-relaxed-math.metal.air
declare <16 x float> @air.fast_asinh.v16f32(<16 x float>) local_unnamed_addr #1,1,osx,libopencl_rt_osx_fast-relaxed-math.a!math-fast-relaxed-math.metal.air
declare <16 x float> @air.fast_atan.v16f32(<16 x float>) local_unnamed_addr #1,1,osx,libopencl_rt_osx_fast-relaxed-math.a!math-fast-relaxed-math.metal.air
"declare <16 x float> @air.fast_atan2.v16f32(<16 x float>, <16 x float>) local_unnamed_addr #1",1,osx,libopencl_rt_osx_fast-relaxed-math.a!math-fast-relaxed-math.metal.air
declare <16 x float> @air.fast_atanh.v16f32(<16 x float>) local_unnamed_addr #1,1,osx,libopencl_rt_osx_fast-relaxed-math.a!math-fast-relaxed-math.metal.air
declare <16 x float> @air.fast_ceil.v16f32(<16 x float>) local_unnamed_addr #1,1,osx,libopencl_rt_osx_fast-relaxed-math.a!math-fast-relaxed-math.metal.air
declare <16 x float> @air.fast_cos.v16f32(<16 x float>) local_unnamed_addr #1,1,osx,libopencl_rt_osx_fast-relaxed-math.a!math-fast-relaxed-math.metal.air
declare <16 x float> @air.fast_cosh.v16f32(<16 x float>) local_unnamed_addr #1,1,osx,libopencl_rt_osx_fast-relaxed-math.a!math-fast-relaxed-math.metal.air
declare <16 x float> @air.fast_cospi.v16f32(<16 x float>) local_unnamed_addr #1,1,osx,libopencl_rt_osx_fast-relaxed-math.a!math-fast-relaxed-math.metal.air
declare <16 x float> @air.fast_exp.v16f32(<16 x float>) local_unnamed_addr #1,1,osx,libopencl_rt_osx_fast-relaxed-math.a!math-fast-relaxed-math.metal.air
declare <16 x float> @air.fast_exp10.v16f32(<16 x float>) local_unnamed_addr #1,1,osx,libopencl_rt_osx_fast-relaxed-math.a!math-fast-relaxed-math.metal.air
declare <16 x float> @air.fast_exp2.v16f32(<16 x float>) local_unnamed_addr #1,1,osx,libopencl_rt_osx_fast-relaxed-math.a!math-fast-relaxed-math.metal.air
declare <16 x float> @air.fast_fabs.v16f32(<16 x float>) local_unnamed_addr #1,1,osx,libopencl_rt_osx_fast-relaxed-math.a!math-fast-relaxed-math.metal.air
declare <16 x float> @air.fast_floor.v16f32(<16 x float>) local_unnamed_addr #1,1,osx,libopencl_rt_osx_fast-relaxed-math.a!math-fast-relaxed-math.metal.air
"declare <16 x float> @air.fast_fmax.v16f32(<16 x float>, <16 x float>) local_unnamed_addr #1",1,osx,libopencl_rt_osx_fast-relaxed-math.a!math-fast-relaxed-math.metal.air
"declare <16 x float> @air.fast_fmin.v16f32(<16 x float>, <16 x float>) local_unnamed_addr #1",1,osx,libopencl_rt_osx_fast-relaxed-math.a!math-fast-relaxed-math.metal.air
"declare <16 x float> @air.fast_fmod.v16f32(<16 x float>, <16 x float>) local_unnamed_addr #1",1,osx,libopencl_rt_osx_fast-relaxed-math.a!math-fast-relaxed-math.metal.air
declare <16 x float> @air.fast_fract.v16f32(<16 x float>) local_unnamed_addr #1,1,osx,libopencl_rt_osx_fast-relaxed-math.a!math-fast-relaxed-math.metal.air
"declare <16 x float> @air.fast_ldexp.v16f32(<16 x float>, <16 x i32>) local_unnamed_addr #1",1,osx,libopencl_rt_osx_fast-relaxed-math.a!math-fast-relaxed-math.metal.air
declare <16 x float> @air.fast_log.v16f32(<16 x float>) local_unnamed_addr #1,1,osx,libopencl_rt_osx_fast-relaxed-math.a!math-fast-relaxed-math.metal.air
declare <16 x float> @air.fast_log10.v16f32(<16 x float>) local_unnamed_addr #1,1,osx,libopencl_rt_osx_fast-relaxed-math.a!math-fast-relaxed-math.metal.air
declare <16 x float> @air.fast_log2.v16f32(<16 x float>) local_unnamed_addr #1,1,osx,libopencl_rt_osx_fast-relaxed-math.a!math-fast-relaxed-math.metal.air
"declare <16 x float> @air.fast_pow.v16f32(<16 x float>, <16 x float>) local_unnamed_addr #1",1,osx,libopencl_rt_osx_fast-relaxed-math.a!math-fast-relaxed-math.metal.air
"declare <16 x float> @air.fast_powr.v16f32(<16 x float>, <16 x float>) local_unnamed_addr #1",1,osx,libopencl_rt_osx_fast-relaxed-math.a!math-fast-relaxed-math.metal.air
declare <16 x float> @air.fast_rint.v16f32(<16 x float>) local_unnamed_addr #1,1,osx,libopencl_rt_osx_fast-relaxed-math.a!math-fast-relaxed-math.metal.air
declare <16 x float> @air.fast_round.v16f32(<16 x float>) local_unnamed_addr #1,1,osx,libopencl_rt_osx_fast-relaxed-math.a!math-fast-relaxed-math.metal.air
declare <16 x float> @air.fast_rsqrt.v16f32(<16 x float>) local_unnamed_addr #1,1,osx,libopencl_rt_osx_fast-relaxed-math.a!math-fast-relaxed-math.metal.air
declare <16 x float> @air.fast_sin.v16f32(<16 x float>) local_unnamed_addr #1,1,osx,libopencl_rt_osx_fast-relaxed-math.a!math-fast-relaxed-math.metal.air
"declare <16 x float> @air.fast_sincos.v16f32(<16 x float>, ptr nocapture writeonly) local_unnamed_addr #56",1,osx,libopencl_rt_osx_fast-relaxed-math.a!math-fast-relaxed-math.metal.air
declare <16 x float> @air.fast_sinh.v16f32(<16 x float>) local_unnamed_addr #1,1,osx,libopencl_rt_osx_fast-relaxed-math.a!math-fast-relaxed-math.metal.air
declare <16 x float> @air.fast_sinpi.v16f32(<16 x float>) local_unnamed_addr #1,1,osx,libopencl_rt_osx_fast-relaxed-math.a!math-fast-relaxed-math.metal.air
declare <16 x float> @air.fast_sqrt.v16f32(<16 x float>) local_unnamed_addr #1,1,osx,libopencl_rt_osx_fast-relaxed-math.a!math-fast-relaxed-math.metal.air
declare <16 x float> @air.fast_tan.v16f32(<16 x float>) local_unnamed_addr #1,1,osx,libopencl_rt_osx_fast-relaxed-math.a!math-fast-relaxed-math.metal.air
declare <16 x float> @air.fast_tanh.v16f32(<16 x float>) local_unnamed_addr #1,1,osx,libopencl_rt_osx_fast-relaxed-math.a!math-fast-relaxed-math.metal.air
declare <16 x float> @air.fast_tanpi.v16f32(<16 x float>) local_unnamed_addr #1,1,osx,libopencl_rt_osx_fast-relaxed-math.a!math-fast-relaxed-math.metal.air
declare <16 x float> @air.fast_trunc.v16f32(<16 x float>) local_unnamed_addr #1,1,osx,libopencl_rt_osx_fast-relaxed-math.a!math-fast-relaxed-math.metal.air
declare <16 x float> @air.floor.v16f32(<16 x float>) local_unnamed_addr #1,1,osx,libopencl_rt_osx.a!math-default.metal.air
"declare <16 x float> @air.fma.v16f32(<16 x float>, <16 x float>, <16 x float>) local_unnamed_addr #1",1,osx,libopencl_rt_osx.a!math-default.metal.air
"declare <16 x float> @air.fmax.v16f32(<16 x float>, <16 x float>) local_unnamed_addr #1",1,osx,libopencl_rt_osx.a!common.metal.air
"declare <16 x float> @air.fmin.v16f32(<16 x float>, <16 x float>) local_unnamed_addr #1",1,osx,libopencl_rt_osx.a!common.metal.air
"declare <16 x float> @air.fmod.v16f32(<16 x float>, <16 x float>) local_unnamed_addr #1",1,osx,libopencl_rt_osx.a!math-default.metal.air
declare <16 x float> @air.fract.v16f32(<16 x float>) local_unnamed_addr #1,1,osx,libopencl_rt_osx.a!math-default.metal.air
declare <16 x float> @air.half_cos.v16f32(<16 x float>) local_unnamed_addr #1,1,osx,libopencl_rt_osx.a!math-default.metal.air
declare <16 x float> @air.half_exp.v16f32(<16 x float>) local_unnamed_addr #1,1,osx,libopencl_rt_osx.a!math-default.metal.air
declare <16 x float> @air.half_exp10.v16f32(<16 x float>) local_unnamed_addr #1,1,osx,libopencl_rt_osx.a!math-default.metal.air
declare <16 x float> @air.half_exp2.v16f32(<16 x float>) local_unnamed_addr #1,1,osx,libopencl_rt_osx.a!math-default.metal.air
declare <16 x float> @air.half_log.v16f32(<16 x float>) local_unnamed_addr #1,1,osx,libopencl_rt_osx.a!math-default.metal.air
declare <16 x float> @air.half_log10.v16f32(<16 x float>) local_unnamed_addr #1,1,osx,libopencl_rt_osx.a!math-default.metal.air
declare <16 x float> @air.half_log2.v16f32(<16 x float>) local_unnamed_addr #1,1,osx,libopencl_rt_osx.a!math-default.metal.air
"declare <16 x float> @air.half_powr.v16f32(<16 x float>, <16 x float>) local_unnamed_addr #1",1,osx,libopencl_rt_osx.a!math-default.metal.air
declare <16 x float> @air.half_rsqrt.v16f32(<16 x float>) local_unnamed_addr #1,1,osx,libopencl_rt_osx.a!math-default.metal.air
declare <16 x float> @air.half_sin.v16f32(<16 x float>) local_unnamed_addr #1,1,osx,libopencl_rt_osx.a!math-default.metal.air
declare <16 x float> @air.half_sqrt.v16f32(<16 x float>) local_unnamed_addr #1,1,osx,libopencl_rt_osx.a!math-default.metal.air
declare <16 x float> @air.half_tan.v16f32(<16 x float>) local_unnamed_addr #1,1,osx,libopencl_rt_osx.a!math-default.metal.air
"declare <16 x float> @air.hypot.v16f32(<16 x float>, <16 x float>) local_unnamed_addr #1",1,osx,libopencl_rt_osx.a!math-default.metal.air
"declare <16 x float> @air.ldexp.v16f32(<16 x float>, <16 x i32>) local_unnamed_addr #1",1,osx,libopencl_rt_osx.a!math-default.metal.air
declare <16 x float> @air.lgamma.v16f32(<16 x float>) local_unnamed_addr #1,1,osx,libopencl_rt_osx.a!math-default.metal.air
"declare <16 x float> @air.lgamma_r.v16f32(<16 x float>, ptr nocapture writeonly) local_unnamed_addr #50",1,osx,libopencl_rt_osx.a!math-default.metal.air
"declare <16 x float> @air.lgamma_r.v16f32(<16 x float>, ptr nocapture writeonly) local_unnamed_addr #56",1,osx,libopencl_rt_osx_fast-relaxed-math.a!math-fast-relaxed-math.metal.air
declare <16 x float> @air.log.v16f32(<16 x float>) local_unnamed_addr #1,1,osx,libopencl_rt_osx.a!math-default.metal.air
declare <16 x float> @air.log10.v16f32(<16 x float>) local_unnamed_addr #1,1,osx,libopencl_rt_osx.a!math-default.metal.air
declare <16 x float> @air.log1p.v16f32(<16 x float>) local_unnamed_addr #1,1,osx,libopencl_rt_osx.a!math-default.metal.air
declare <16 x float> @air.log2.v16f32(<16 x float>) local_unnamed_addr #1,1,osx,libopencl_rt_osx.a!math-default.metal.air
declare <16 x float> @air.logb.v16f32(<16 x float>) local_unnamed_addr #1,1,osx,libopencl_rt_osx.a!math-default.metal.air
"declare <16 x float> @air.mad.v16f32(<16 x float>, <16 x float>, <16 x float>) local_unnamed_addr #1",1,osx,libopencl_rt_osx.a!math-default.metal.air
"declare <16 x float> @air.mix.v16f32(<16 x float>, <16 x float>, <16 x float>) local_unnamed_addr #1",1,osx,libopencl_rt_osx.a!common.metal.air
declare <16 x float> @air.native_cos.v16f32(<16 x float>) local_unnamed_addr #1,1,osx,libopencl_rt_osx.a!math-default.metal.air
declare <16 x float> @air.native_exp.v16f32(<16 x float>) local_unnamed_addr #1,1,osx,libopencl_rt_osx.a!math-default.metal.air
declare <16 x float> @air.native_exp10.v16f32(<16 x float>) local_unnamed_addr #1,1,osx,libopencl_rt_osx.a!math-default.metal.air
declare <16 x float> @air.native_exp2.v16f32(<16 x float>) local_unnamed_addr #1,1,osx,libopencl_rt_osx.a!math-default.metal.air
declare <16 x float> @air.native_log.v16f32(<16 x float>) local_unnamed_addr #1,1,osx,libopencl_rt_osx.a!math-default.metal.air
declare <16 x float> @air.native_log10.v16f32(<16 x float>) local_unnamed_addr #1,1,osx,libopencl_rt_osx.a!math-default.metal.air
declare <16 x float> @air.native_log2.v16f32(<16 x float>) local_unnamed_addr #1,1,osx,libopencl_rt_osx.a!math-default.metal.air
"declare <16 x float> @air.native_powr.v16f32(<16 x float>, <16 x float>) local_unnamed_addr #1",1,osx,libopencl_rt_osx.a!math-default.metal.air
declare <16 x float> @air.native_rsqrt.v16f32(<16 x float>) local_unnamed_addr #1,1,osx,libopencl_rt_osx.a!math-default.metal.air
declare <16 x float> @air.native_sin.v16f32(<16 x float>) local_unnamed_addr #1,1,osx,libopencl_rt_osx.a!math-default.metal.air
declare <16 x float> @air.native_sqrt.v16f32(<16 x float>) local_unnamed_addr #1,1,osx,libopencl_rt_osx.a!math-default.metal.air
declare <16 x float> @air.native_tan.v16f32(<16 x float>) local_unnamed_addr #1,1,osx,libopencl_rt_osx.a!math-default.metal.air
"declare <16 x float> @air.nextafter.v16f32(<16 x float>, <16 x float>) local_unnamed_addr #1",1,osx,libopencl_rt_osx.a!math-default.metal.air
"declare <16 x float> @air.pow.v16f32(<16 x float>, <16 x float>) local_unnamed_addr #1",1,osx,libopencl_rt_osx.a!math-default.metal.air
"declare <16 x float> @air.pown.v16f32(<16 x float>, <16 x i32>) local_unnamed_addr #1",1,osx,libopencl_rt_osx.a!math-default.metal.air
"declare <16 x float> @air.powr.v16f32(<16 x float>, <16 x float>) local_unnamed_addr #1",1,osx,libopencl_rt_osx.a!math-default.metal.air
"declare <16 x float> @air.remainder.v16f32(<16 x float>, <16 x float>) local_unnamed_addr #1",1,osx,libopencl_rt_osx.a!math-default.metal.air
"declare <16 x float> @air.remquo.v16f32(<16 x float>, <16 x float>, ptr nocapture writeonly) local_unnamed_addr #50",1,osx,libopencl_rt_osx.a!math-default.metal.air
"declare <16 x float> @air.remquo.v16f32(<16 x float>, <16 x float>, ptr nocapture writeonly) local_unnamed_addr #56",1,osx,libopencl_rt_osx_fast-relaxed-math.a!math-fast-relaxed-math.metal.air
declare <16 x float> @air.rint.v16f32(<16 x float>) local_unnamed_addr #1,1,osx,libopencl_rt_osx.a!math-default.metal.air
"declare <16 x float> @air.rootn.v16f32(<16 x float>, <16 x i32>) local_unnamed_addr #1",1,osx,libopencl_rt_osx.a!math-default.metal.air
declare <16 x float> @air.round.v16f32(<16 x float>) local_unnamed_addr #1,1,osx,libopencl_rt_osx.a!math-default.metal.air
declare <16 x float> @air.rsqrt.v16f32(<16 x float>) local_unnamed_addr #1,1,osx,libopencl_rt_osx.a!math-default.metal.air
"declare <16 x float> @air.shuffle.v16f32.v16f32.v16i32(<16 x float>, <16 x i32>) local_unnamed_addr #1",1,osx,libopencl_rt_osx.a!misc-vector.metal.air
"declare <16 x float> @air.shuffle.v16f32.v2f32.v16i32(<2 x float>, <16 x i32>) local_unnamed_addr #1",1,osx,libopencl_rt_osx.a!misc-vector.metal.air
"declare <16 x float> @air.shuffle.v16f32.v4f32.v16i32(<4 x float>, <16 x i32>) local_unnamed_addr #1",1,osx,libopencl_rt_osx.a!misc-vector.metal.air
"declare <16 x float> @air.shuffle.v16f32.v8f32.v16i32(<8 x float>, <16 x i32>) local_unnamed_addr #1",1,osx,libopencl_rt_osx.a!misc-vector.metal.air
"declare <16 x float> @air.shuffle2.v16f32.v16f32.v16i32(<16 x float>, <16 x float>, <16 x i32>) local_unnamed_addr #1",1,osx,libopencl_rt_osx.a!misc-vector.metal.air
"declare <16 x float> @air.shuffle2.v16f32.v2f32.v16i32(<2 x float>, <2 x float>, <16 x i32>) local_unnamed_addr #1",1,osx,libopencl_rt_osx.a!misc-vector.metal.air
"declare <16 x float> @air.shuffle2.v16f32.v4f32.v16i32(<4 x float>, <4 x float>, <16 x i32>) local_unnamed_addr #1",1,osx,libopencl_rt_osx.a!misc-vector.metal.air
"declare <16 x float> @air.shuffle2.v16f32.v8f32.v16i32(<8 x float>, <8 x float>, <16 x i32>) local_unnamed_addr #1",1,osx,libopencl_rt_osx.a!misc-vector.metal.air
declare <16 x float> @air.sign.v16f32(<16 x float>) local_unnamed_addr #1,1,osx,libopencl_rt_osx.a!common.metal.air
declare <16 x float> @air.sin.v16f32(<16 x float>) local_unnamed_addr #1,1,osx,libopencl_rt_osx.a!math-default.metal.air
"declare <16 x float> @air.sincos.v16f32(<16 x float>, ptr nocapture writeonly) local_unnamed_addr #50",1,osx,libopencl_rt_osx.a!math-default.metal.air
declare <16 x float> @air.sinh.v16f32(<16 x float>) local_unnamed_addr #1,1,osx,libopencl_rt_osx.a!math-default.metal.air
declare <16 x float> @air.sinpi.v16f32(<16 x float>) local_unnamed_addr #1,1,osx,libopencl_rt_osx.a!math-default.metal.air
declare <16 x float> @air.sqrt.v16f32(<16 x float>) local_unnamed_addr #1,1,osx,libopencl_rt_osx.a!math-default.metal.air
declare <16 x float> @air.tan.v16f32(<16 x float>) local_unnamed_addr #1,1,osx,libopencl_rt_osx.a!math-default.metal.air
declare <16 x float> @air.tanh.v16f32(<16 x float>) local_unnamed_addr #1,1,osx,libopencl_rt_osx.a!math-default.metal.air
declare <16 x float> @air.tanpi.v16f32(<16 x float>) local_unnamed_addr #1,1,osx,libopencl_rt_osx.a!math-default.metal.air
declare <16 x float> @air.tgamma.v16f32(<16 x float>) local_unnamed_addr #1,1,osx,libopencl_rt_osx.a!math-default.metal.air
declare <16 x float> @air.trunc.v16f32(<16 x float>) local_unnamed_addr #1,1,osx,libopencl_rt_osx.a!math-default.metal.air
"declare <16 x float> @air.vload.constant.v16f32(i64, ptr addrspace(2) nocapture readonly) local_unnamed_addr #1",1,osx,libopencl_rt_osx.a!vector-data-load-and-store.metal.air
"declare <16 x float> @air.vload.global.v16f32(i64, ptr addrspace(1) nocapture readonly) local_unnamed_addr #1",1,osx,libopencl_rt_osx.a!vector-data-load-and-store.metal.air
"declare <16 x float> @air.vload.local.v16f32(i64, ptr addrspace(3) nocapture readonly) local_unnamed_addr #1",1,osx,libopencl_rt_osx.a!vector-data-load-and-store.metal.air
"declare <16 x float> @air.vload.private.v16f32(i64, ptr nocapture readonly) local_unnamed_addr #1",1,osx,libopencl_rt_osx.a!vector-data-load-and-store.metal.air
"declare <16 x float> @air.vload_half.constant.v16f32(i64, ptr addrspace(2) nocapture readonly) local_unnamed_addr #1",1,osx,libopencl_rt_osx.a!vector-data-load-and-store.metal.air
"declare <16 x float> @air.vload_half.global.v16f32(i64, ptr addrspace(1) nocapture readonly) local_unnamed_addr #1",1,osx,libopencl_rt_osx.a!vector-data-load-and-store.metal.air
"declare <16 x float> @air.vload_half.local.v16f32(i64, ptr addrspace(3) nocapture readonly) local_unnamed_addr #1",1,osx,libopencl_rt_osx.a!vector-data-load-and-store.metal.air
"declare <16 x float> @air.vload_half.private.v16f32(i64, ptr nocapture readonly) local_unnamed_addr #1",1,osx,libopencl_rt_osx.a!vector-data-load-and-store.metal.air
"declare <16 x float> @air.vloada_half.constant.v16f32(i64, ptr addrspace(2) nocapture readonly) local_unnamed_addr #1",1,osx,libopencl_rt_osx.a!vector-data-load-and-store.metal.air
"declare <16 x float> @air.vloada_half.global.v16f32(i64, ptr addrspace(1) nocapture readonly) local_unnamed_addr #1",1,osx,libopencl_rt_osx.a!vector-data-load-and-store.metal.air
"declare <16 x float> @air.vloada_half.local.v16f32(i64, ptr addrspace(3) nocapture readonly) local_unnamed_addr #1",1,osx,libopencl_rt_osx.a!vector-data-load-and-store.metal.air
"declare <16 x float> @air.vloada_half.private.v16f32(i64, ptr nocapture readonly) local_unnamed_addr #1",1,osx,libopencl_rt_osx.a!vector-data-load-and-store.metal.air
declare <16 x half> @air.acos.v16f16(<16 x half>) local_unnamed_addr #1,1,osx,libopencl_rt_osx.a!math-default.metal.air
declare <16 x half> @air.acosh.v16f16(<16 x half>) local_unnamed_addr #1,1,osx,libopencl_rt_osx.a!math-default.metal.air
declare <16 x half> @air.acospi.v16f16(<16 x half>) local_unnamed_addr #1,1,osx,libopencl_rt_osx.a!math-default.metal.air
declare <16 x half> @air.asin.v16f16(<16 x half>) local_unnamed_addr #1,1,osx,libopencl_rt_osx.a!math-default.metal.air
declare <16 x half> @air.asinh.v16f16(<16 x half>) local_unnamed_addr #1,1,osx,libopencl_rt_osx.a!math-default.metal.air
declare <16 x half> @air.asinpi.v16f16(<16 x half>) local_unnamed_addr #1,1,osx,libopencl_rt_osx.a!math-default.metal.air
declare <16 x half> @air.atan.v16f16(<16 x half>) local_unnamed_addr #1,1,osx,libopencl_rt_osx.a!math-default.metal.air
"declare <16 x half> @air.atan2.v16f16(<16 x half>, <16 x half>) local_unnamed_addr #1",1,osx,libopencl_rt_osx.a!math-default.metal.air
"declare <16 x half> @air.atan2pi.v16f16(<16 x half>, <16 x half>) local_unnamed_addr #1",1,osx,libopencl_rt_osx.a!math-default.metal.air
declare <16 x half> @air.atanh.v16f16(<16 x half>) local_unnamed_addr #1,1,osx,libopencl_rt_osx.a!math-default.metal.air
