msl_api_signature,namespace,guard,class,metal_builtins,clang_builtins,file,line
float16 atanh(float16 x),metal,__HAVE_NATIVE_WIDE_VECTORS__,builtin_direct,__metal_atanh,,metal_math,1320
float16 ceil(float16 x),metal,__HAVE_NATIVE_WIDE_VECTORS__,builtin_direct,__metal_ceil,,metal_math,1324
"float16 copysign(float16 x, float16 y)",metal,__HAVE_NATIVE_WIDE_VECTORS__,header_composed,,,metal_math,1328
float16 cos(float16 x),metal,__HAVE_NATIVE_WIDE_VECTORS__,builtin_direct,__metal_cos,,metal_math,1337
float16 cosh(float16 x),metal,__HAVE_NATIVE_WIDE_VECTORS__,builtin_direct,__metal_cosh,,metal_math,1341
float16 cospi(float16 x),metal,__HAVE_NATIVE_WIDE_VECTORS__|__HAVE_TRIG_PI__,builtin_direct,__metal_cospi,,metal_math,1346
"float16 divide(float16 x, float16 y)",metal,__HAVE_NATIVE_WIDE_VECTORS__|__HAVE_DIVIDE__,builtin_direct,__metal_divide,,metal_math,1352
float16 exp(float16 x),metal,__HAVE_NATIVE_WIDE_VECTORS__,builtin_direct,__metal_exp,,metal_math,1357
float16 exp10(float16 x),metal,__HAVE_NATIVE_WIDE_VECTORS__,builtin_direct,__metal_exp10,,metal_math,1361
float16 exp2(float16 x),metal,__HAVE_NATIVE_WIDE_VECTORS__,builtin_direct,__metal_exp2,,metal_math,1365
float16 fabs(float16 x),metal,__HAVE_NATIVE_WIDE_VECTORS__,builtin_direct,__metal_fabs,,metal_math,1369
"float16 fdim(float16 x, float16 y)",metal,__HAVE_NATIVE_WIDE_VECTORS__,builtin_direct,__metal_select,,metal_math,1373
float16 floor(float16 x),metal,__HAVE_NATIVE_WIDE_VECTORS__,builtin_direct,__metal_floor,,metal_math,1379
"float16 fma(float16 x, float16 y, float16 z)",metal,__HAVE_NATIVE_WIDE_VECTORS__|__HAVE_FMA__,builtin_direct,__metal_fma,,metal_math,1384
"float16 fmax(float16 x, float16 y)",metal,__HAVE_NATIVE_WIDE_VECTORS__,builtin_direct,__metal_fmax,,metal_math,1389
"float16 fmax3(float16 x, float16 y, float16 z)",metal,__HAVE_NATIVE_WIDE_VECTORS__|__HAVE_FMAX3__,builtin_direct,__metal_fmax3,,metal_math,1394
"float16 fmedian3(float16 x, float16 y, float16 z)",metal,__HAVE_NATIVE_WIDE_VECTORS__|__HAVE_FMEDIAN3__,builtin_direct,__metal_fmedian3,,metal_math,1400
"float16 fmin(float16 x, float16 y)",metal,__HAVE_NATIVE_WIDE_VECTORS__,builtin_direct,__metal_fmin,,metal_math,1405
"float16 fmin3(float16 x, float16 y, float16 z)",metal,__HAVE_NATIVE_WIDE_VECTORS__|__HAVE_FMIN3__,builtin_direct,__metal_fmin3,,metal_math,1410
"float16 fmod(float16 x, float16 y)",metal,__HAVE_NATIVE_WIDE_VECTORS__,builtin_direct,__metal_fmod,,metal_math,1415
float16 fract(float16 x),metal,__HAVE_NATIVE_WIDE_VECTORS__,builtin_direct,__metal_fract,,metal_math,1419
"float16 frexp(float16 x, thread int16 &exp)",metal,__HAVE_NATIVE_WIDE_VECTORS__,builtin_direct,__metal_frexp,,metal_math,1423
int16 ilogb(float16 x),metal,__HAVE_NATIVE_WIDE_VECTORS__,builtin_direct,__metal_ilogb,,metal_math,1427
"float16 ldexp(float16 x, int16 k)",metal,__HAVE_NATIVE_WIDE_VECTORS__,builtin_direct,__metal_ldexp,,metal_math,1431
float16 log(float16 x),metal,__HAVE_NATIVE_WIDE_VECTORS__,builtin_direct,__metal_log,,metal_math,1435
float16 log10(float16 x),metal,__HAVE_NATIVE_WIDE_VECTORS__,builtin_direct,__metal_log10,,metal_math,1439
float16 log2(float16 x),metal,__HAVE_NATIVE_WIDE_VECTORS__,builtin_direct,__metal_log2,,metal_math,1443
"float16 max(float16 x, float16 y)",metal,__HAVE_NATIVE_WIDE_VECTORS__,builtin_direct,__metal_fmax,,metal_math,1447
"float16 max3(float16 x, float16 y, float16 z)",metal,__HAVE_NATIVE_WIDE_VECTORS__|__HAVE_MAX3__,builtin_direct,__metal_fmax3,,metal_math,1452
"float16 median3(float16 x, float16 y, float16 z)",metal,__HAVE_NATIVE_WIDE_VECTORS__|__HAVE_MEDIAN3__,builtin_direct,__metal_fmedian3,,metal_math,1458
"float16 min(float16 x, float16 y)",metal,__HAVE_NATIVE_WIDE_VECTORS__,builtin_direct,__metal_fmin,,metal_math,1463
"float16 min3(float16 x, float16 y, float16 z)",metal,__HAVE_NATIVE_WIDE_VECTORS__|__HAVE_MIN3__,builtin_direct,__metal_fmin3,,metal_math,1468
"float16 modf(float16 x, thread float16 &intval)",metal,__HAVE_NATIVE_WIDE_VECTORS__,builtin_composed,__metal_select __metal_trunc,,metal_math,1473
"float16 nextafter(float16 x, float16 y)",metal,__HAVE_NATIVE_WIDE_VECTORS__|__HAVE_NEXTAFTER__,builtin_direct,__metal_nextafter,,metal_math,1480
"float16 pow(float16 x, float16 y)",metal,__HAVE_NATIVE_WIDE_VECTORS__,builtin_direct,__metal_pow,,metal_math,1485
"float16 powr(float16 x, float16 y)",metal,__HAVE_NATIVE_WIDE_VECTORS__,builtin_direct,__metal_powr,,metal_math,1489
float16 rint(float16 x),metal,__HAVE_NATIVE_WIDE_VECTORS__,builtin_direct,__metal_rint,,metal_math,1493
float16 round(float16 x),metal,__HAVE_NATIVE_WIDE_VECTORS__,builtin_direct,__metal_round,,metal_math,1497
float16 rsqrt(float16 x),metal,__HAVE_NATIVE_WIDE_VECTORS__,builtin_direct,__metal_rsqrt,,metal_math,1501
float16 sin(float16 x),metal,__HAVE_NATIVE_WIDE_VECTORS__,builtin_direct,__metal_sin,,metal_math,1505
"float16 sincos(float16 x, thread float16 &cosval)",metal,__HAVE_NATIVE_WIDE_VECTORS__,builtin_direct,__metal_sincos,,metal_math,1509
float16 sinh(float16 x),metal,__HAVE_NATIVE_WIDE_VECTORS__,builtin_direct,__metal_sinh,,metal_math,1513
float16 sinpi(float16 x),metal,__HAVE_NATIVE_WIDE_VECTORS__|__HAVE_TRIG_PI__,builtin_direct,__metal_sinpi,,metal_math,1518
float16 sqrt(float16 x),metal,__HAVE_NATIVE_WIDE_VECTORS__,builtin_direct,__metal_sqrt,,metal_math,1523
float16 tan(float16 x),metal,__HAVE_NATIVE_WIDE_VECTORS__,builtin_direct,__metal_tan,,metal_math,1527
float16 tanh(float16 x),metal,__HAVE_NATIVE_WIDE_VECTORS__,builtin_direct,__metal_tanh,,metal_math,1531
float16 tanpi(float16 x),metal,__HAVE_NATIVE_WIDE_VECTORS__|__HAVE_TRIG_PI__,builtin_direct,__metal_tanpi,,metal_math,1536
float16 trunc(float16 x),metal,__HAVE_NATIVE_WIDE_VECTORS__,builtin_direct,__metal_trunc,,metal_math,1541
float abs(float x),metal,,builtin_direct,__metal_fabs,,metal_math,1549
float acos(float x),metal,,builtin_direct,__metal_acos,,metal_math,1553
float acosh(float x),metal,,builtin_direct,__metal_acosh,,metal_math,1557
float asin(float x),metal,,builtin_direct,__metal_asin,,metal_math,1561
float asinh(float x),metal,,builtin_direct,__metal_asinh,,metal_math,1565
float atan(float y_over_x),metal,,builtin_direct,__metal_atan,,metal_math,1569
"float atan2(float y, float x)",metal,,builtin_direct,__metal_atan2,,metal_math,1573
float atanh(float x),metal,,builtin_direct,__metal_atanh,,metal_math,1577
float ceil(float x),metal,,builtin_direct,__metal_ceil,,metal_math,1581
"float copysign(float x, float y)",metal,,header_composed,,,metal_math,1585
float cos(float x),metal,,builtin_direct,__metal_cos,,metal_math,1594
float cosh(float x),metal,,builtin_direct,__metal_cosh,,metal_math,1598
float cospi(float x),metal,__HAVE_TRIG_PI__,builtin_direct,__metal_cospi,,metal_math,1603
"float divide(float x, float y)",metal,__HAVE_DIVIDE__,builtin_direct,__metal_divide,,metal_math,1609
float exp(float x),metal,,builtin_direct,__metal_exp,,metal_math,1614
float exp10(float x),metal,,builtin_direct,__metal_exp10,,metal_math,1618
float exp2(float x),metal,,builtin_direct,__metal_exp2,,metal_math,1622
float fabs(float x),metal,,builtin_direct,__metal_fabs,,metal_math,1626
"float fdim(float x, float y)",metal,,builtin_direct,__metal_select,,metal_math,1630
float floor(float x),metal,,builtin_direct,__metal_floor,,metal_math,1636
"float fma(float x, float y, float z)",metal,__HAVE_FMA__,builtin_direct,__metal_fma,,metal_math,1641
"float fmax(float x, float y)",metal,,builtin_direct,__metal_fmax,,metal_math,1646
"float fmax3(float x, float y, float z)",metal,__HAVE_FMAX3__,builtin_direct,__metal_fmax3,,metal_math,1651
"float fmedian3(float x, float y, float z)",metal,__HAVE_FMEDIAN3__,builtin_direct,__metal_fmedian3,,metal_math,1657
"float fmin(float x, float y)",metal,,builtin_direct,__metal_fmin,,metal_math,1662
"float fmin3(float x, float y, float z)",metal,__HAVE_FMIN3__,builtin_direct,__metal_fmin3,,metal_math,1667
"float fmod(float x, float y)",metal,,builtin_direct,__metal_fmod,,metal_math,1672
float fract(float x),metal,,builtin_direct,__metal_fract,,metal_math,1676
"float frexp(float x, thread int &exp)",metal,,builtin_direct,__metal_frexp,,metal_math,1680
int ilogb(float x),metal,,builtin_direct,__metal_ilogb,,metal_math,1684
"float ldexp(float x, int k)",metal,,builtin_direct,__metal_ldexp,,metal_math,1688
float log(float x),metal,,builtin_direct,__metal_log,,metal_math,1692
float log10(float x),metal,,builtin_direct,__metal_log10,,metal_math,1696
float log2(float x),metal,,builtin_direct,__metal_log2,,metal_math,1700
"float max(float x, float y)",metal,,builtin_direct,__metal_fmax,,metal_math,1704
"float max3(float x, float y, float z)",metal,__HAVE_MAX3__,builtin_direct,__metal_fmax3,,metal_math,1709
"float median3(float x, float y, float z)",metal,__HAVE_MEDIAN3__,builtin_direct,__metal_fmedian3,,metal_math,1715
"float min(float x, float y)",metal,,builtin_direct,__metal_fmin,,metal_math,1720
"float min3(float x, float y, float z)",metal,__HAVE_MIN3__,builtin_direct,__metal_fmin3,,metal_math,1725
"float modf(float x, thread float &intval)",metal,,builtin_composed,__metal_select __metal_trunc,,metal_math,1730
"float nextafter(float x, float y)",metal,__HAVE_NEXTAFTER__,builtin_direct,__metal_nextafter,,metal_math,1737
"float pow(float x, float y)",metal,,builtin_direct,__metal_pow,,metal_math,1742
"float powr(float x, float y)",metal,,builtin_direct,__metal_powr,,metal_math,1746
float rint(float x),metal,,builtin_direct,__metal_rint,,metal_math,1750
float round(float x),metal,,builtin_direct,__metal_round,,metal_math,1754
float rsqrt(float x),metal,,builtin_direct,__metal_rsqrt,,metal_math,1758
float sin(float x),metal,,builtin_direct,__metal_sin,,metal_math,1762
"float sincos(float x, thread float &cosval)",metal,,builtin_direct,__metal_sincos,,metal_math,1766
float sinh(float x),metal,,builtin_direct,__metal_sinh,,metal_math,1770
float sinpi(float x),metal,__HAVE_TRIG_PI__,builtin_direct,__metal_sinpi,,metal_math,1775
float sqrt(float x),metal,,builtin_direct,__metal_sqrt,,metal_math,1780
float tan(float x),metal,,builtin_direct,__metal_tan,,metal_math,1784
float tanh(float x),metal,,builtin_direct,__metal_tanh,,metal_math,1788
float tanpi(float x),metal,__HAVE_TRIG_PI__,builtin_direct,__metal_tanpi,,metal_math,1793
float trunc(float x),metal,,builtin_direct,__metal_trunc,,metal_math,1798
float2 abs(float2 x),metal,,builtin_direct,__metal_fabs,,metal_math,1802
float2 acos(float2 x),metal,,builtin_direct,__metal_acos,,metal_math,1806
float2 acosh(float2 x),metal,,builtin_direct,__metal_acosh,,metal_math,1810
float2 asin(float2 x),metal,,builtin_direct,__metal_asin,,metal_math,1814
float2 asinh(float2 x),metal,,builtin_direct,__metal_asinh,,metal_math,1818
float2 atan(float2 y_over_x),metal,,builtin_direct,__metal_atan,,metal_math,1822
"float2 atan2(float2 y, float2 x)",metal,,builtin_direct,__metal_atan2,,metal_math,1826
float2 atanh(float2 x),metal,,builtin_direct,__metal_atanh,,metal_math,1830
float2 ceil(float2 x),metal,,builtin_direct,__metal_ceil,,metal_math,1834
"float2 copysign(float2 x, float2 y)",metal,,header_composed,,,metal_math,1838
float2 cos(float2 x),metal,,builtin_direct,__metal_cos,,metal_math,1847
float2 cosh(float2 x),metal,,builtin_direct,__metal_cosh,,metal_math,1851
float2 cospi(float2 x),metal,__HAVE_TRIG_PI__,builtin_direct,__metal_cospi,,metal_math,1856
"float2 divide(float2 x, float2 y)",metal,__HAVE_DIVIDE__,builtin_direct,__metal_divide,,metal_math,1862
float2 exp(float2 x),metal,,builtin_direct,__metal_exp,,metal_math,1867
float2 exp10(float2 x),metal,,builtin_direct,__metal_exp10,,metal_math,1871
float2 exp2(float2 x),metal,,builtin_direct,__metal_exp2,,metal_math,1875
float2 fabs(float2 x),metal,,builtin_direct,__metal_fabs,,metal_math,1879
"float2 fdim(float2 x, float2 y)",metal,,builtin_direct,__metal_select,,metal_math,1883
float2 floor(float2 x),metal,,builtin_direct,__metal_floor,,metal_math,1889
"float2 fma(float2 x, float2 y, float2 z)",metal,__HAVE_FMA__,builtin_direct,__metal_fma,,metal_math,1894
"float2 fmax(float2 x, float2 y)",metal,,builtin_direct,__metal_fmax,,metal_math,1899
"float2 fmax3(float2 x, float2 y, float2 z)",metal,__HAVE_FMAX3__,builtin_direct,__metal_fmax3,,metal_math,1904
"float2 fmedian3(float2 x, float2 y, float2 z)",metal,__HAVE_FMEDIAN3__,builtin_direct,__metal_fmedian3,,metal_math,1910
"float2 fmin(float2 x, float2 y)",metal,,builtin_direct,__metal_fmin,,metal_math,1915
"float2 fmin3(float2 x, float2 y, float2 z)",metal,__HAVE_FMIN3__,builtin_direct,__metal_fmin3,,metal_math,1920
"float2 fmod(float2 x, float2 y)",metal,,builtin_direct,__metal_fmod,,metal_math,1925
float2 fract(float2 x),metal,,builtin_direct,__metal_fract,,metal_math,1929
"float2 frexp(float2 x, thread int2 &exp)",metal,,builtin_direct,__metal_frexp,,metal_math,1933
int2 ilogb(float2 x),metal,,builtin_direct,__metal_ilogb,,metal_math,1937
"float2 ldexp(float2 x, int2 k)",metal,,builtin_direct,__metal_ldexp,,metal_math,1941
float2 log(float2 x),metal,,builtin_direct,__metal_log,,metal_math,1945
float2 log10(float2 x),metal,,builtin_direct,__metal_log10,,metal_math,1949
float2 log2(float2 x),metal,,builtin_direct,__metal_log2,,metal_math,1953
"float2 max(float2 x, float2 y)",metal,,builtin_direct,__metal_fmax,,metal_math,1957
"float2 max3(float2 x, float2 y, float2 z)",metal,__HAVE_MAX3__,builtin_direct,__metal_fmax3,,metal_math,1962
"float2 median3(float2 x, float2 y, float2 z)",metal,__HAVE_MEDIAN3__,builtin_direct,__metal_fmedian3,,metal_math,1968
"float2 min(float2 x, float2 y)",metal,,builtin_direct,__metal_fmin,,metal_math,1973
"float2 min3(float2 x, float2 y, float2 z)",metal,__HAVE_MIN3__,builtin_direct,__metal_fmin3,,metal_math,1978
"float2 modf(float2 x, thread float2 &intval)",metal,,builtin_composed,__metal_select __metal_trunc,,metal_math,1983
"float2 nextafter(float2 x, float2 y)",metal,__HAVE_NEXTAFTER__,builtin_direct,__metal_nextafter,,metal_math,1990
"float2 pow(float2 x, float2 y)",metal,,builtin_direct,__metal_pow,,metal_math,1995
"float2 powr(float2 x, float2 y)",metal,,builtin_direct,__metal_powr,,metal_math,1999
float2 rint(float2 x),metal,,builtin_direct,__metal_rint,,metal_math,2003
float2 round(float2 x),metal,,builtin_direct,__metal_round,,metal_math,2007
float2 rsqrt(float2 x),metal,,builtin_direct,__metal_rsqrt,,metal_math,2011
float2 sin(float2 x),metal,,builtin_direct,__metal_sin,,metal_math,2015
"float2 sincos(float2 x, thread float2 &cosval)",metal,,builtin_direct,__metal_sincos,,metal_math,2019
float2 sinh(float2 x),metal,,builtin_direct,__metal_sinh,,metal_math,2023
float2 sinpi(float2 x),metal,__HAVE_TRIG_PI__,builtin_direct,__metal_sinpi,,metal_math,2028
float2 sqrt(float2 x),metal,,builtin_direct,__metal_sqrt,,metal_math,2033
float2 tan(float2 x),metal,,builtin_direct,__metal_tan,,metal_math,2037
float2 tanh(float2 x),metal,,builtin_direct,__metal_tanh,,metal_math,2041
float2 tanpi(float2 x),metal,__HAVE_TRIG_PI__,builtin_direct,__metal_tanpi,,metal_math,2046
float2 trunc(float2 x),metal,,builtin_direct,__metal_trunc,,metal_math,2051
float3 abs(float3 x),metal,,builtin_direct,__metal_fabs,,metal_math,2055
float3 acos(float3 x),metal,,builtin_direct,__metal_acos,,metal_math,2059
float3 acosh(float3 x),metal,,builtin_direct,__metal_acosh,,metal_math,2063
float3 asin(float3 x),metal,,builtin_direct,__metal_asin,,metal_math,2067
float3 asinh(float3 x),metal,,builtin_direct,__metal_asinh,,metal_math,2071
float3 atan(float3 y_over_x),metal,,builtin_direct,__metal_atan,,metal_math,2075
"float3 atan2(float3 y, float3 x)",metal,,builtin_direct,__metal_atan2,,metal_math,2079
float3 atanh(float3 x),metal,,builtin_direct,__metal_atanh,,metal_math,2083
float3 ceil(float3 x),metal,,builtin_direct,__metal_ceil,,metal_math,2087
"float3 copysign(float3 x, float3 y)",metal,,header_composed,,,metal_math,2091
float3 cos(float3 x),metal,,builtin_direct,__metal_cos,,metal_math,2100
float3 cosh(float3 x),metal,,builtin_direct,__metal_cosh,,metal_math,2104
float3 cospi(float3 x),metal,__HAVE_TRIG_PI__,builtin_direct,__metal_cospi,,metal_math,2109
"float3 divide(float3 x, float3 y)",metal,__HAVE_DIVIDE__,builtin_direct,__metal_divide,,metal_math,2115
float3 exp(float3 x),metal,,builtin_direct,__metal_exp,,metal_math,2120
float3 exp10(float3 x),metal,,builtin_direct,__metal_exp10,,metal_math,2124
float3 exp2(float3 x),metal,,builtin_direct,__metal_exp2,,metal_math,2128
float3 fabs(float3 x),metal,,builtin_direct,__metal_fabs,,metal_math,2132
"float3 fdim(float3 x, float3 y)",metal,,builtin_direct,__metal_select,,metal_math,2136
float3 floor(float3 x),metal,,builtin_direct,__metal_floor,,metal_math,2142
"float3 fma(float3 x, float3 y, float3 z)",metal,__HAVE_FMA__,builtin_direct,__metal_fma,,metal_math,2147
"float3 fmax(float3 x, float3 y)",metal,,builtin_direct,__metal_fmax,,metal_math,2152
"float3 fmax3(float3 x, float3 y, float3 z)",metal,__HAVE_FMAX3__,builtin_direct,__metal_fmax3,,metal_math,2157
"float3 fmedian3(float3 x, float3 y, float3 z)",metal,__HAVE_FMEDIAN3__,builtin_direct,__metal_fmedian3,,metal_math,2163
"float3 fmin(float3 x, float3 y)",metal,,builtin_direct,__metal_fmin,,metal_math,2168
"float3 fmin3(float3 x, float3 y, float3 z)",metal,__HAVE_FMIN3__,builtin_direct,__metal_fmin3,,metal_math,2173
"float3 fmod(float3 x, float3 y)",metal,,builtin_direct,__metal_fmod,,metal_math,2178
float3 fract(float3 x),metal,,builtin_direct,__metal_fract,,metal_math,2182
"float3 frexp(float3 x, thread int3 &exp)",metal,,builtin_direct,__metal_frexp,,metal_math,2186
int3 ilogb(float3 x),metal,,builtin_direct,__metal_ilogb,,metal_math,2190
"float3 ldexp(float3 x, int3 k)",metal,,builtin_direct,__metal_ldexp,,metal_math,2194
float3 log(float3 x),metal,,builtin_direct,__metal_log,,metal_math,2198
float3 log10(float3 x),metal,,builtin_direct,__metal_log10,,metal_math,2202
float3 log2(float3 x),metal,,builtin_direct,__metal_log2,,metal_math,2206
"float3 max(float3 x, float3 y)",metal,,builtin_direct,__metal_fmax,,metal_math,2210
"float3 max3(float3 x, float3 y, float3 z)",metal,__HAVE_MAX3__,builtin_direct,__metal_fmax3,,metal_math,2215
"float3 median3(float3 x, float3 y, float3 z)",metal,__HAVE_MEDIAN3__,builtin_direct,__metal_fmedian3,,metal_math,2221
"float3 min(float3 x, float3 y)",metal,,builtin_direct,__metal_fmin,,metal_math,2226
"float3 min3(float3 x, float3 y, float3 z)",metal,__HAVE_MIN3__,builtin_direct,__metal_fmin3,,metal_math,2231
"float3 modf(float3 x, thread float3 &intval)",metal,,builtin_composed,__metal_select __metal_trunc,,metal_math,2236
"float3 nextafter(float3 x, float3 y)",metal,__HAVE_NEXTAFTER__,builtin_direct,__metal_nextafter,,metal_math,2243
"float3 pow(float3 x, float3 y)",metal,,builtin_direct,__metal_pow,,metal_math,2248
"float3 powr(float3 x, float3 y)",metal,,builtin_direct,__metal_powr,,metal_math,2252
float3 rint(float3 x),metal,,builtin_direct,__metal_rint,,metal_math,2256
float3 round(float3 x),metal,,builtin_direct,__metal_round,,metal_math,2260
float3 rsqrt(float3 x),metal,,builtin_direct,__metal_rsqrt,,metal_math,2264
float3 sin(float3 x),metal,,builtin_direct,__metal_sin,,metal_math,2268
"float3 sincos(float3 x, thread float3 &cosval)",metal,,builtin_direct,__metal_sincos,,metal_math,2272
