symbol,n_archives,example_archive,member,cc,replace_class,air_vocab_direct,air_vocab_closure,llvm_vocab_direct,internal_callees,module_callees,data_callees,linked_metal_builtin,evidence,source_ref
_Z10smoothstepffDv4_f,2,libopencl_rt_osx.a,common.metal.air,hidden,air-direct,air.clamp.v4f32,,llvm.fmuladd.v4f32,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z10smoothstepffDv8_f,2,libopencl_rt_osx.a,common.metal.air,hidden,air-direct,air.clamp.v8f32,,llvm.fmuladd.v8f32,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z10smoothstepfff,2,libopencl_rt_osx.a,common.metal.air,hidden,air-direct,air.clamp.f32,,llvm.fmuladd.f32,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z10vload_halfmPU10CLconstantKDh,2,libopencl_rt_osx.a,vector-data-load-and-store.metal.air,hidden,air-direct,air.vload_half.constant.f32,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z10vload_halfmPU7CLlocalKDh,2,libopencl_rt_osx.a,vector-data-load-and-store.metal.air,hidden,air-direct,air.vload_half.local.f32,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z10vload_halfmPU8CLglobalKDh,2,libopencl_rt_osx.a,vector-data-load-and-store.metal.air,hidden,air-direct,air.vload_half.global.f32,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z10vload_halfmPU9CLprivateKDh,2,libopencl_rt_osx.a,vector-data-load-and-store.metal.air,hidden,air-direct,air.vload_half.private.f32,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z11_target_minDhDh,1,libmetal_rt_osx.a,target.cpp.o,hidden,air-direct,air.fmin.f16,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z11_target_mindd,1,libmetal_rt_osx.a,target.cpp.o,hidden,air-direct,air.fmin.f64,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z11_target_minff,1,libmetal_rt_osx.a,target.cpp.o,hidden,air-direct,air.fmin.f32,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z11atomic_xchgPU7CLlocalVff,2,libopencl_rt_osx.a,atomic.metal.air,hidden,air-direct,air.atomic.local.xchg.i32,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z11atomic_xchgPU7CLlocalVii,2,libopencl_rt_osx.a,atomic.metal.air,hidden,air-direct,air.atomic.local.xchg.i32,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z11atomic_xchgPU7CLlocalVjj,2,libopencl_rt_osx.a,atomic.metal.air,hidden,air-direct,air.atomic.local.xchg.i32,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z11atomic_xchgPU8CLglobalVff,2,libopencl_rt_osx.a,atomic.metal.air,hidden,air-direct,air.atomic.global.xchg.i32,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z11atomic_xchgPU8CLglobalVii,2,libopencl_rt_osx.a,atomic.metal.air,hidden,air-direct,air.atomic.global.xchg.i32,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z11atomic_xchgPU8CLglobalVjj,2,libopencl_rt_osx.a,atomic.metal.air,hidden,air-direct,air.atomic.global.xchg.i32,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z11convert_intDh,2,libopencl_rt_osx.a,explicit-conversions.metal.air,hidden,air-direct,air.convert.s.i32.f.f16.rtz,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z11convert_intc,2,libopencl_rt_osx.a,explicit-conversions.metal.air,hidden,air-direct,air.convert.s.i32.s.i8.rtz,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z11convert_intd,2,libopencl_rt_osx.a,explicit-conversions.metal.air,hidden,air-direct,air.convert.s.i32.f.f64.rtz,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z11convert_intf,2,libopencl_rt_osx.a,explicit-conversions.metal.air,hidden,air-direct,air.convert.s.i32.f.f32.rtz,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z11convert_inth,2,libopencl_rt_osx.a,explicit-conversions.metal.air,hidden,air-direct,air.convert.s.i32.u.i8.rtz,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z11convert_inti,2,libopencl_rt_osx.a,explicit-conversions.metal.air,hidden,leaf,,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z11convert_intj,2,libopencl_rt_osx.a,explicit-conversions.metal.air,hidden,air-direct,air.convert.s.i32.u.i32.rtz,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z11convert_intl,2,libopencl_rt_osx.a,explicit-conversions.metal.air,hidden,air-direct,air.convert.s.i32.s.i64.rtz,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z11convert_intm,2,libopencl_rt_osx.a,explicit-conversions.metal.air,hidden,air-direct,air.convert.s.i32.u.i64.rtz,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z11convert_ints,2,libopencl_rt_osx.a,explicit-conversions.metal.air,hidden,air-direct,air.convert.s.i32.s.i16.rtz,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z11convert_intt,2,libopencl_rt_osx.a,explicit-conversions.metal.air,hidden,air-direct,air.convert.s.i32.u.i16.rtz,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z11fast_lengthDh,2,libopencl_rt_osx.a,geometric.metal.air,hidden,air-direct,air.dot.f16,,,_Z9half_sqrtf,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z11fast_lengthDv2_Dh,2,libopencl_rt_osx.a,geometric.metal.air,hidden,air-direct,air.dot.v2f16,,,_Z9half_sqrtf,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z11fast_lengthDv2_f,2,libopencl_rt_osx.a,geometric.metal.air,hidden,air-direct,air.dot.v2f32,,,_Z9half_sqrtf,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z11fast_lengthDv3_Dh,2,libopencl_rt_osx.a,geometric.metal.air,hidden,air-direct,air.dot.v3f16,,,_Z9half_sqrtf,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z11fast_lengthDv3_f,2,libopencl_rt_osx.a,geometric.metal.air,hidden,air-direct,air.dot.v3f32,,,_Z9half_sqrtf,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z11fast_lengthDv4_Dh,2,libopencl_rt_osx.a,geometric.metal.air,hidden,air-direct,air.dot.v4f16,,,_Z9half_sqrtf,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z11fast_lengthDv4_f,2,libopencl_rt_osx.a,geometric.metal.air,hidden,air-direct,air.dot.v4f32,,,_Z9half_sqrtf,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z11fast_lengthf,2,libopencl_rt_osx.a,geometric.metal.air,hidden,air-direct,air.dot.f32,,,_Z9half_sqrtf,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z11half_divideDv16_fS_,2,libopencl_rt_osx.a,math-default.metal.air,hidden,leaf,,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z11half_divideDv2_fS_,2,libopencl_rt_osx.a,math-default.metal.air,hidden,leaf,,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z11half_divideDv3_fS_,2,libopencl_rt_osx.a,math-default.metal.air,hidden,leaf,,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z11half_divideDv4_fS_,2,libopencl_rt_osx.a,math-default.metal.air,hidden,leaf,,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z11half_divideDv8_fS_,2,libopencl_rt_osx.a,math-default.metal.air,hidden,leaf,,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z11half_divideff,2,libopencl_rt_osx.a,math-default.metal.air,hidden,leaf,,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z11islessequalDhDh,2,libopencl_rt_osx.a,relational.metal.air,hidden,leaf,,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z11islessequalDv16_DhS_,2,libopencl_rt_osx.a,relational.metal.air,hidden,leaf,,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z11islessequalDv16_dS_,2,libopencl_rt_osx.a,relational.metal.air,hidden,leaf,,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z11islessequalDv16_fS_,2,libopencl_rt_osx.a,relational.metal.air,hidden,leaf,,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z11islessequalDv2_DhS_,2,libopencl_rt_osx.a,relational.metal.air,hidden,leaf,,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z11islessequalDv2_dS_,2,libopencl_rt_osx.a,relational.metal.air,hidden,leaf,,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z11islessequalDv2_fS_,2,libopencl_rt_osx.a,relational.metal.air,hidden,leaf,,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z11islessequalDv3_DhS_,2,libopencl_rt_osx.a,relational.metal.air,hidden,leaf,,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z11islessequalDv3_dS_,2,libopencl_rt_osx.a,relational.metal.air,hidden,leaf,,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z11islessequalDv3_fS_,2,libopencl_rt_osx.a,relational.metal.air,hidden,leaf,,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z11islessequalDv4_DhS_,2,libopencl_rt_osx.a,relational.metal.air,hidden,leaf,,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z11islessequalDv4_dS_,2,libopencl_rt_osx.a,relational.metal.air,hidden,leaf,,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z11islessequalDv4_fS_,2,libopencl_rt_osx.a,relational.metal.air,hidden,leaf,,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z11islessequalDv8_DhS_,2,libopencl_rt_osx.a,relational.metal.air,hidden,leaf,,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z11islessequalDv8_dS_,2,libopencl_rt_osx.a,relational.metal.air,hidden,leaf,,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z11islessequalDv8_fS_,2,libopencl_rt_osx.a,relational.metal.air,hidden,leaf,,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z11islessequaldd,2,libopencl_rt_osx.a,relational.metal.air,hidden,leaf,,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z11islessequalff,2,libopencl_rt_osx.a,relational.metal.air,hidden,leaf,,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z11isunorderedDhDh,2,libopencl_rt_osx.a,relational.metal.air,hidden,leaf,,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z11isunorderedDv16_DhS_,2,libopencl_rt_osx.a,relational.metal.air,hidden,leaf,,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z11isunorderedDv16_dS_,2,libopencl_rt_osx.a,relational.metal.air,hidden,leaf,,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z11isunorderedDv16_fS_,2,libopencl_rt_osx.a,relational.metal.air,hidden,leaf,,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z11isunorderedDv2_DhS_,2,libopencl_rt_osx.a,relational.metal.air,hidden,leaf,,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z11isunorderedDv2_dS_,2,libopencl_rt_osx.a,relational.metal.air,hidden,leaf,,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z11isunorderedDv2_fS_,2,libopencl_rt_osx.a,relational.metal.air,hidden,leaf,,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z11isunorderedDv3_DhS_,2,libopencl_rt_osx.a,relational.metal.air,hidden,leaf,,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z11isunorderedDv3_dS_,2,libopencl_rt_osx.a,relational.metal.air,hidden,leaf,,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z11isunorderedDv3_fS_,2,libopencl_rt_osx.a,relational.metal.air,hidden,leaf,,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z11isunorderedDv4_DhS_,2,libopencl_rt_osx.a,relational.metal.air,hidden,leaf,,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z11isunorderedDv4_dS_,2,libopencl_rt_osx.a,relational.metal.air,hidden,leaf,,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z11isunorderedDv4_fS_,2,libopencl_rt_osx.a,relational.metal.air,hidden,leaf,,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z11isunorderedDv8_DhS_,2,libopencl_rt_osx.a,relational.metal.air,hidden,leaf,,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z11isunorderedDv8_dS_,2,libopencl_rt_osx.a,relational.metal.air,hidden,leaf,,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z11isunorderedDv8_fS_,2,libopencl_rt_osx.a,relational.metal.air,hidden,leaf,,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z11isunordereddd,2,libopencl_rt_osx.a,relational.metal.air,hidden,leaf,,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z11isunorderedff,2,libopencl_rt_osx.a,relational.metal.air,hidden,leaf,,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z11native_exp2Dv16_f,2,libopencl_rt_osx.a,math-default.metal.air,hidden,air-direct,air.native_exp2.v16f32,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z11native_exp2Dv2_f,2,libopencl_rt_osx.a,math-default.metal.air,hidden,air-direct,air.native_exp2.v2f32,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z11native_exp2Dv3_f,2,libopencl_rt_osx.a,math-default.metal.air,hidden,air-direct,air.native_exp2.v3f32,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z11native_exp2Dv4_f,2,libopencl_rt_osx.a,math-default.metal.air,hidden,air-direct,air.native_exp2.v4f32,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z11native_exp2Dv8_f,2,libopencl_rt_osx.a,math-default.metal.air,hidden,air-direct,air.native_exp2.v8f32,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z11native_exp2f,2,libopencl_rt_osx.a,math-default.metal.air,hidden,air-direct,air.native_exp2.f32,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z11native_log2Dv16_f,2,libopencl_rt_osx.a,math-default.metal.air,hidden,air-direct,air.native_log2.v16f32,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z11native_log2Dv2_f,2,libopencl_rt_osx.a,math-default.metal.air,hidden,air-direct,air.native_log2.v2f32,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z11native_log2Dv3_f,2,libopencl_rt_osx.a,math-default.metal.air,hidden,air-direct,air.native_log2.v3f32,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z11native_log2Dv4_f,2,libopencl_rt_osx.a,math-default.metal.air,hidden,air-direct,air.native_log2.v4f32,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z11native_log2Dv8_f,2,libopencl_rt_osx.a,math-default.metal.air,hidden,air-direct,air.native_log2.v8f32,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z11native_log2f,2,libopencl_rt_osx.a,math-default.metal.air,hidden,air-direct,air.native_log2.f32,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z11native_powrDv16_fS_,2,libopencl_rt_osx.a,math-default.metal.air,hidden,air-direct,air.native_powr.v16f32,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z11native_powrDv2_fS_,2,libopencl_rt_osx.a,math-default.metal.air,hidden,air-direct,air.native_powr.v2f32,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z11native_powrDv3_fS_,2,libopencl_rt_osx.a,math-default.metal.air,hidden,air-direct,air.native_powr.v3f32,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z11native_powrDv4_fS_,2,libopencl_rt_osx.a,math-default.metal.air,hidden,air-direct,air.native_powr.v4f32,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z11native_powrDv8_fS_,2,libopencl_rt_osx.a,math-default.metal.air,hidden,air-direct,air.native_powr.v8f32,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z11native_powrff,2,libopencl_rt_osx.a,math-default.metal.air,hidden,air-direct,air.native_powr.f32,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z11native_sqrtDv16_f,2,libopencl_rt_osx.a,math-default.metal.air,hidden,air-direct,air.native_sqrt.v16f32,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z11native_sqrtDv2_f,2,libopencl_rt_osx.a,math-default.metal.air,hidden,air-direct,air.native_sqrt.v2f32,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z11native_sqrtDv3_f,2,libopencl_rt_osx.a,math-default.metal.air,hidden,air-direct,air.native_sqrt.v3f32,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z11native_sqrtDv4_f,2,libopencl_rt_osx.a,math-default.metal.air,hidden,air-direct,air.native_sqrt.v4f32,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z11native_sqrtDv8_f,2,libopencl_rt_osx.a,math-default.metal.air,hidden,air-direct,air.native_sqrt.v8f32,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z11native_sqrtf,2,libopencl_rt_osx.a,math-default.metal.air,hidden,air-direct,air.native_sqrt.f32,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z11read_imagef14ocl_image1d_ro11ocl_samplerf,2,libopencl_rt_osx.a,image-read-write.metal.air,hidden,air-direct,air.sample_texture_1d.v4f32,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z11read_imagef14ocl_image1d_ro11ocl_sampleri,2,libopencl_rt_osx.a,image-read-write.metal.air,hidden,air-direct,air.convert.f.f32.s.i32;air.sample_texture_1d.v4f32,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z11read_imagef14ocl_image1d_roi,2,libopencl_rt_osx.a,image-read-write.metal.air,hidden,air-direct,air.read_texture_1d.v4f32,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z11read_imagef14ocl_image2d_ro11ocl_samplerDv2_f,2,libopencl_rt_osx.a,image-read-write.metal.air,hidden,air-direct,air.sample_texture_2d.v4f32,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z11read_imagef14ocl_image2d_ro11ocl_samplerDv2_i,2,libopencl_rt_osx.a,image-read-write.metal.air,hidden,air-direct,air.convert.f.v2f32.s.v2i32;air.sample_texture_2d.v4f32,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z11read_imagef14ocl_image2d_roDv2_i,2,libopencl_rt_osx.a,image-read-write.metal.air,hidden,air-direct,air.read_texture_2d.v4f32,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z11read_imagef14ocl_image3d_ro11ocl_samplerDv4_f,2,libopencl_rt_osx.a,image-read-write.metal.air,hidden,air-direct,air.sample_texture_3d.v4f32,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z11read_imagef14ocl_image3d_ro11ocl_samplerDv4_i,2,libopencl_rt_osx.a,image-read-write.metal.air,hidden,air-direct,air.convert.f.v3f32.s.v3i32;air.sample_texture_3d.v4f32,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z11read_imagef14ocl_image3d_roDv4_i,2,libopencl_rt_osx.a,image-read-write.metal.air,hidden,air-direct,air.read_texture_3d.v4f32,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z11read_imagef19ocl_image2d_msaa_roDv2_ii,2,libopencl_rt_osx.a,image-read-write.metal.air,hidden,air-direct,air.read_texture_2d_ms.v4f32,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z11read_imagef20ocl_image1d_array_ro11ocl_samplerDv2_f,2,libopencl_rt_osx.a,image-read-write.metal.air,hidden,air-direct,air.convert.u.i32.f.f32;air.fmax.f32;air.rint.f32;air.sample_texture_1d_array.v4f32,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z11read_imagef20ocl_image1d_array_ro11ocl_samplerDv2_i,2,libopencl_rt_osx.a,image-read-write.metal.air,hidden,air-direct,air.convert.f.f32.s.i32;air.max.s.i32;air.sample_texture_1d_array.v4f32,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z11read_imagef20ocl_image1d_array_roDv2_i,2,libopencl_rt_osx.a,image-read-write.metal.air,hidden,air-direct,air.max.s.i32;air.read_texture_1d_array.v4f32,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z11read_imagef20ocl_image2d_array_ro11ocl_samplerDv4_f,2,libopencl_rt_osx.a,image-read-write.metal.air,hidden,air-direct,air.convert.u.i32.f.f32;air.fmax.f32;air.rint.f32;air.sample_texture_2d_array.v4f32,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z11read_imagef20ocl_image2d_array_ro11ocl_samplerDv4_i,2,libopencl_rt_osx.a,image-read-write.metal.air,hidden,air-direct,air.convert.f.v2f32.s.v2i32;air.max.s.i32;air.sample_texture_2d_array.v4f32,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z11read_imagef20ocl_image2d_array_roDv4_i,2,libopencl_rt_osx.a,image-read-write.metal.air,hidden,air-direct,air.max.s.i32;air.read_texture_2d_array.v4f32,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z11read_imagef20ocl_image2d_depth_ro11ocl_samplerDv2_f,2,libopencl_rt_osx.a,image-read-write.metal.air,hidden,air-direct,air.sample_depth_2d.f32,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z11read_imagef20ocl_image2d_depth_ro11ocl_samplerDv2_i,2,libopencl_rt_osx.a,image-read-write.metal.air,hidden,air-direct,air.convert.f.v2f32.s.v2i32;air.sample_depth_2d.f32,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z11read_imagef20ocl_image2d_depth_roDv2_i,2,libopencl_rt_osx.a,image-read-write.metal.air,hidden,air-direct,air.read_depth_2d.f32,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z11read_imagef21ocl_image1d_buffer_roi,2,libopencl_rt_osx.a,image-read-write.metal.air,hidden,air-direct,air.read_texture_buffer_1d.v4f32,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z11read_imagef25ocl_image2d_array_msaa_roDv4_ii,2,libopencl_rt_osx.a,image-read-write.metal.air,hidden,air-direct,air.max.s.i32;air.read_texture_2d_ms_array.v4f32,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z11read_imagef25ocl_image2d_msaa_depth_roDv2_ii,2,libopencl_rt_osx.a,image-read-write.metal.air,hidden,air-direct,air.read_depth_2d_ms.f32,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z11read_imagef26ocl_image2d_array_depth_ro11ocl_samplerDv4_f,2,libopencl_rt_osx.a,image-read-write.metal.air,hidden,air-direct,air.convert.u.i32.f.f32;air.fmax.f32;air.rint.f32;air.sample_depth_2d_array.f32,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
_Z11read_imagef26ocl_image2d_array_depth_ro11ocl_samplerDv4_i,2,libopencl_rt_osx.a,image-read-write.metal.air,hidden,air-direct,air.convert.f.v2f32.s.v2i32;air.max.s.i32;air.sample_depth_2d_array.f32,,,,,,,apple_rtlib_ir,ir_runtime_functions.csv + callgraph_edges.csv
